Source,Target,Type,Label,Weight,source type,edge label,target type,gender
Ein Viehjunge,Viehjunge,Undirected,,1,Figur,,Rolle,männlich
Eine Kuhmagd,Dirn,Undirected,,1,Figur,,Rolle,weiblich
Rosa,Chanteuse,Undirected,,1,Figur,,Rolle,weiblich
Pastor Thelander,Pastor,Undirected,,1,Figur,,Rolle,männlich
Dora Breetpoot,Dora,Undirected,,1,Figur,,Rolle,weiblich
Assessor Knut,Assessor,Undirected,,1,Figur,,Rolle,männlich
Leutnant von Gierschke,Leutnant,Undirected,,1,Figur,,Rolle,männlich
Dora Breetpoot,weiblich,Undirected,,1,Figur,,Rolle,weiblich
Sohn des Konsuls,Sohn,Undirected,,1,Figur,,Rolle,männlich
Sohn des Konsuls,Quartaner,Undirected,,1,Figur,,Rolle,männlich
Sohn des Konsuls,Kind,Undirected,,1,Figur,,Rolle,genderneutral
Rosa,Dirne,Undirected,,1,Figur,,Rolle,weiblich
Kieselack,Verbrecher,Undirected,,1,Figur,,Rolle,männlich
von Ertzum,Verbrecher,Undirected,,1,Figur,,Rolle,männlich
Kieselack,Ärmste,Undirected,,1,Figur,,Rolle,genderneutral
von Ertzum,Ärmste,Undirected,,1,Figur,,Rolle,genderneutral
Der Kustos,männlich,Undirected,,1,Figur,,Rolle,männlich
von Ertzum,Herr,Undirected,,1,Figur,,Rolle,männlich
Kieselack,Herr,Undirected,,1,Figur,,Rolle,männlich
Lohmännlich,Herr,Undirected,,1,Figur,,Rolle,männlich
Werther,Werther,Undirected,,1,Figur,,Rolle,männlich
Wilhelm,Freund,Undirected,,1,Figur,,Rolle,männlich
Leonore,Leonore,Undirected,,1,Figur,,Rolle,weiblich
Leonores Schwester,Schwester,Undirected,,1,Figur,,Rolle,weiblich
Wilhelm,Bester,Undirected,,1,Figur,,Rolle,männlich
Werthers Mutter,Mutter,Undirected,,1,Figur,,Rolle,weiblich
Werthers Tante,Weib,Undirected,,1,Figur,,Rolle,weiblich
Werthers Tante,Tante,Undirected,,1,Figur,,Rolle,weiblich
Werthers Tante,weiblich,Undirected,,1,Figur,,Rolle,weiblich
Wilhelm,Lieber,Undirected,,1,Figur,,Rolle,männlich
Graf von M.,Graf von M.,Undirected,,1,Figur,,Rolle,männlich
Graf von M.,kein Gärtner,Undirected,,1,Figur,,Rolle,männlich
Graf von M.,Herz,Undirected,,1,Figur,,Rolle,genderneutral
Graf von M.,Abgeschiedener,Undirected,,1,Figur,,Rolle,männlich
Werther,Herr,Undirected,,1,Figur,,Rolle,männlich
Gärtner,Gärtner,Undirected,,1,Figur,,Rolle,männlich
Gärtner,Maler,Undirected,,1,Figur,,Rolle,männlich
Gott,Allmächtiger,Undirected,,1,Figur,,Rolle,genderneutral
Gott,Alliebender,Undirected,,1,Figur,,Rolle,genderneutral
Mädchen aus der Stadt,Mädchen,Undirected,,1,Figur,,Rolle,weiblich
Die Altväter,Altväter,Undirected,,1,Figur,,Rolle,männlich
Homer,Homer,Undirected,,1,Figur,,Rolle,männlich
Die geringen Leute des Ortes,Leute,Undirected,,1,Figur,,Rolle,genderneutral
Kinder des Ortes,Kind,Undirected,,1,Figur,,Rolle,genderneutral
Die geringen Leute des Ortes,Volk,Undirected,,1,Figur,,Rolle,genderneutral
Leute von Stand,Leute,Undirected,,1,Figur,,Rolle,genderneutral
Flüchtlinge,Flüchtlinge,Undirected,,1,Figur,,Rolle,genderneutral
Spaßvögel,Spaßvögel,Undirected,,1,Figur,,Rolle,genderneutral
Die geringen Leute des Ortes,Pöbel,Undirected,,1,Figur,,Rolle,genderneutral
Ein Dienstmädchen,Dienstmädchen,Undirected,,1,Figur,,Rolle,weiblich
Ein Dienstmädchen,Jungfer,Undirected,,1,Figur,,Rolle,weiblich
Leonore,Freundin,Undirected,,1,Figur,,Rolle,weiblich
Werther,Tor,Undirected,,1,Figur,,Rolle,männlich
V.,Junge,Undirected,,1,Figur,,Rolle,männlich
Der Amtmännlich,männlich,Undirected,,1,Figur,,Rolle,männlich
Der Amtmännlich,Mensch,Undirected,,1,Figur,,Rolle,genderneutral
Kinder des Amtmännlichs,Kind,Undirected,,1,Figur,,Rolle,genderneutral
Älteste Tpchter des Amtmännlichs,Tochter,Undirected,,1,Figur,,Rolle,weiblich
weiblich des Amtmännlichs,weiblich,Undirected,,1,Figur,,Rolle,weiblich
Der Leser,Leser,Undirected,,1,Figur,,Rolle,männlich
Eine Wirtin,Wirtin,Undirected,,1,Figur,,Rolle,weiblich
Philipps,Knabe,Undirected,,1,Figur,,Rolle,männlich
Hans,Kind,Undirected,,1,Figur,,Rolle,genderneutral
Philipps,Kind,Undirected,,1,Figur,,Rolle,genderneutral
Eine weiblich,junge weiblich,Undirected,,1,Figur,,Rolle,weiblich
Hans,Kleines,Undirected,,1,Figur,,Rolle,genderneutral
Eine weiblich,Mutter,Undirected,,1,Figur,,Rolle,weiblich
Hans,Halbjähriges,Undirected,,1,Figur,,Rolle,genderneutral
Hans,Jüngstes,Undirected,,1,Figur,,Rolle,genderneutral
Der Älteste Sohn einer weiblich,Vogel,Undirected,,1,Figur,,Rolle,genderneutral
Der Älteste Sohn einer weiblich,Ältester,Undirected,,1,Figur,,Rolle,männlich
Der Älteste Sohn einer weiblich,Großer,Undirected,,1,Figur,,Rolle,männlich
Philipps,Zweiter,Undirected,,1,Figur,,Rolle,männlich
Eine weiblich,Weib,Undirected,,1,Figur,,Rolle,weiblich
Eine weiblich,Tochter,Undirected,,1,Figur,,Rolle,weiblich
Wilhelm,Schatz,Undirected,,1,Figur,,Rolle,genderneutral
Eine weiblich,Geschöpf,Undirected,,1,Figur,,Rolle,genderneutral
Ein Bauernbursche,Bursche,Undirected,,1,Figur,,Rolle,männlich
Ein Bauernbursche,Leute,Undirected,,1,Figur,,Rolle,genderneutral
Eine Witwe,Witwe,Undirected,,1,Figur,,Rolle,weiblich
Ein Bauernbursche,Mensch,Undirected,,1,Figur,,Rolle,genderneutral
Ein Bauernbursche,Liebhaber,Undirected,,1,Figur,,Rolle,männlich
Wilhelm,Gelehrter,Undirected,,1,Figur,,Rolle,männlich
Lotte,Geschöpf,Undirected,,1,Figur,,Rolle,genderneutral
Werther,kein Historienschreiber,Undirected,,1,Figur,,Rolle,männlich
Lotte,Engel,Undirected,,1,Figur,,Rolle,genderneutral
Lottes Geschwister,Kind,Undirected,,1,Figur,,Rolle,genderneutral
Lottes Geschwister,Geschwister,Undirected,,1,Figur,,Rolle,genderneutral
Lotte,Schatz,Undirected,,1,Figur,,Rolle,genderneutral
Ein unbedeutendes Mädchen,Mädchen,Undirected,,1,Figur,,Rolle,weiblich
Ein unbedeutendes Mädchen,Tänzerin,Undirected,,1,Figur,,Rolle,weiblich
Lotte,Charlotte S.,Undirected,,1,Figur,,Rolle,weiblich
Lotte,weiblichenzimmer,Undirected,,1,Figur,,Rolle,weiblich
Ein unbedeutendes Mädchen,Gesellschafterin,Undirected,,1,Figur,,Rolle,weiblich
Base des Mädchens,Base,Undirected,,1,Figur,,Rolle,weiblich
Albert,männlich,Undirected,,1,Figur,,Rolle,männlich
Alberts Vater,Vater,Undirected,,1,Figur,,Rolle,männlich
Ein unbedeutendes Mädchen,weiblichenzimmer,Undirected,,1,Figur,,Rolle,weiblich
Base des Mädchens,weiblichenzimmer,Undirected,,1,Figur,,Rolle,weiblich
Eine Magd,Magd,Undirected,,1,Figur,,Rolle,weiblich
Lotte,Mamsell,Undirected,,1,Figur,,Rolle,weiblich
Lotte,Lottchen,Undirected,,1,Figur,,Rolle,weiblich
Lotte,Mädchen,Undirected,,1,Figur,,Rolle,weiblich
Lottes Geschwister,Kleine,Undirected,,1,Figur,,Rolle,genderneutral
Werther,Herr Vetter,Undirected,,1,Figur,,Rolle,männlich
Louis,Knabe,Undirected,,1,Figur,,Rolle,männlich
Werther,Vetter,Undirected,,1,Figur,,Rolle,männlich
Sophie,Schwester,Undirected,,1,Figur,,Rolle,weiblich
Sophie,Mädchen,Undirected,,1,Figur,,Rolle,weiblich
Vater von Lotte,Papa,Undirected,,1,Figur,,Rolle,männlich
Ein Kutscher,Kutscher,Undirected,,1,Figur,,Rolle,männlich
Autor,Autor,Undirected,,1,Figur,,Rolle,männlich
Miß Molly,Miß,Undirected,,1,Figur,,Rolle,weiblich
Landpriester von Wakefield,Autor,Undirected,,1,Figur,,Rolle,männlich
Werther,Träumender,Undirected,,1,Figur,,Rolle,männlich
Audran,Herr,Undirected,,1,Figur,,Rolle,männlich
N.N.,Herr,Undirected,,1,Figur,,Rolle,männlich
Audran,Tänzer,Undirected,,1,Figur,,Rolle,männlich
N.N.,Tänzer,Undirected,,1,Figur,,Rolle,männlich
Ein unbedeutendes Mädchen,Dame,Undirected,,1,Figur,,Rolle,weiblich
Eine weiblich,weiblich,Undirected,,1,Figur,,Rolle,weiblich
Albert,Mensch,Undirected,,1,Figur,,Rolle,genderneutral
Mehrere weiblichenzimmer,Schwesterchen,Undirected,,1,Figur,,Rolle,weiblich
Die Herren,Schlucker,Undirected,,1,Figur,,Rolle,männlich
Mehrere weiblichenzimmer,Bedrängte,Undirected,,1,Figur,,Rolle,weiblich
Lotte,Furchtsame,Undirected,,1,Figur,,Rolle,weiblich
Kloppstock,Kloppstock,Undirected,,1,Figur,,Rolle,männlich
Werther,Edler,Undirected,,1,Figur,,Rolle,männlich
Der Medikus,Medikus,Undirected,,1,Figur,,Rolle,männlich
Der Medikus,Doktor,Undirected,,1,Figur,,Rolle,männlich
Der Medikus,Drahtpuppe,Undirected,,1,Figur,,Rolle,genderneutral
weiblich M.,weiblich,Undirected,,1,Figur,,Rolle,weiblich
weiblich M.,Kranke,Undirected,,1,Figur,,Rolle,genderneutral
Der Pfarrer von St.,Pfarrer,Undirected,,1,Figur,,Rolle,männlich
Ein alter männlich,männlich,Undirected,,1,Figur,,Rolle,männlich
Sohn des alten männliches,Bube,Undirected,,1,Figur,,Rolle,männlich
Sohn des alten männliches,Quakelchen,Undirected,,1,Figur,,Rolle,genderneutral
Ein alter männlich,Alter,Undirected,,1,Figur,,Rolle,männlich
weiblich Pfarrerin,Pfarrerin,Undirected,,1,Figur,,Rolle,weiblich
weiblich Pfarrerin,weiblich,Undirected,,1,Figur,,Rolle,weiblich
Vater der Pfarrerin,Vorfahr,Undirected,,1,Figur,,Rolle,männlich
Der Pfarrer von St.,Student,Undirected,,1,Figur,,Rolle,männlich
Friederike,Tochter,Undirected,,1,Figur,,Rolle,weiblich
Herr Schmidt,Herr,Undirected,,1,Figur,,Rolle,männlich
Der Pfarrer von St.,Vikar,Undirected,,1,Figur,,Rolle,männlich
Der Pfarrer von St.,Nachfolger,Undirected,,1,Figur,,Rolle,männlich
Friederike,Jungfer,Undirected,,1,Figur,,Rolle,weiblich
Friederike,Brünette,Undirected,,1,Figur,,Rolle,weiblich
Herr Schmidt,Liebhaber,Undirected,,1,Figur,,Rolle,männlich
Herr Schmidt,Mensch,Undirected,,1,Figur,,Rolle,genderneutral
weiblich M.,Freundin,Undirected,,1,Figur,,Rolle,weiblich
Mariane,Mariane,Undirected,,1,Figur,,Rolle,weiblich
Malchen,Malchen,Undirected,,1,Figur,,Rolle,weiblich
Malchen,Kind,Undirected,,1,Figur,,Rolle,genderneutral
Malchen,Kleines,Undirected,,1,Figur,,Rolle,genderneutral
Junger W.,junger W.,Undirected,,1,Figur,,Rolle,männlich
Selstadt,Selstadt,Undirected,,1,Figur,,Rolle,männlich
Austan,Kerlchen,Undirected,,1,Figur,,Rolle,männlich
Junger W.,Kerlchen,Undirected,,1,Figur,,Rolle,männlich
Selstadt,Kerlchen,Undirected,,1,Figur,,Rolle,männlich
Werther,Kind,Undirected,,1,Figur,,Rolle,genderneutral
Herr M.,Filz,Undirected,,1,Figur,,Rolle,männlich
Herr M.,männlich,Undirected,,1,Figur,,Rolle,männlich
Albert,Bräutigam,Undirected,,1,Figur,,Rolle,männlich
Werthers Diener,Diener,Undirected,,1,Figur,,Rolle,männlich
Werthers Diener,Mensch,Undirected,,1,Figur,,Rolle,genderneutral
Werthers Diener,Bursche,Undirected,,1,Figur,,Rolle,männlich
Werthers Diener,Junge,Undirected,,1,Figur,,Rolle,männlich
Der Gesandte,Gesandter,Undirected,,1,Figur,,Rolle,männlich
Der Gesandte,männlich,Undirected,,1,Figur,,Rolle,männlich
Der Gesandte,Mensch,Undirected,,1,Figur,,Rolle,genderneutral
Werthers Großmutter,Großmutter,Undirected,,1,Figur,,Rolle,weiblich
Lotte,Weib,Undirected,,1,Figur,,Rolle,weiblich
Werther,Verehrer,Undirected,,1,Figur,,Rolle,männlich
Albert,Verehrer,Undirected,,1,Figur,,Rolle,männlich
Werther,Mensch,Undirected,,1,Figur,,Rolle,genderneutral
Werther,Fratze,Undirected,,1,Figur,,Rolle,männlich
Lottes Vater,Alter,Undirected,,1,Figur,,Rolle,männlich
Lottes Mutter,Mutter,Undirected,,1,Figur,,Rolle,weiblich
Ein Freund von Albert,Freund,Undirected,,1,Figur,,Rolle,männlich
Ein Bedienter,Bedienter,Undirected,,1,Figur,,Rolle,männlich
Albert,Lieber,Undirected,,1,Figur,,Rolle,männlich
Albert,Guter,Undirected,,1,Figur,,Rolle,männlich
Ein Mädchen,Mädchen,Undirected,,1,Figur,,Rolle,weiblich
Ein Mädchen,Geschöpf,Undirected,,1,Figur,,Rolle,genderneutral
Albert,Freund,Undirected,,1,Figur,,Rolle,männlich
Gott,Ewigschaffender,Undirected,,1,Figur,,Rolle,genderneutral
Gott,Wesen,Undirected,,1,Figur,,Rolle,genderneutral
Wilhelm,Bruder,Undirected,,1,Figur,,Rolle,männlich
Der Minister,Minister,Undirected,,1,Figur,,Rolle,männlich
Werther,Unglücklicher,Undirected,,1,Figur,,Rolle,männlich
Lottes Mutter,Teuerste,Undirected,,1,Figur,,Rolle,weiblich
Lottes Mutter,Heilige,Undirected,,1,Figur,,Rolle,weiblich
Lotte,weiblich,Undirected,,1,Figur,,Rolle,weiblich
Lottes jüngster Bruder,Sohn,Undirected,,1,Figur,,Rolle,männlich
Lotte,Mutter,Undirected,,1,Figur,,Rolle,weiblich
Lotte,Tochter,Undirected,,1,Figur,,Rolle,weiblich
Lottes Mutter,Mama,Undirected,,1,Figur,,Rolle,weiblich
Werther,Glücklichster,Undirected,,1,Figur,,Rolle,männlich
Graf C.,Graf,Undirected,,1,Figur,,Rolle,männlich
Graf C.,männlich,Undirected,,1,Figur,,Rolle,männlich
Graf C.,Kopf,Undirected,,1,Figur,,Rolle,genderneutral
Graf C.,Seele,Undirected,,1,Figur,,Rolle,genderneutral
Der Gesandte,Narr,Undirected,,1,Figur,,Rolle,männlich
Der Gesandte,Base,Undirected,,1,Figur,,Rolle,weiblich
Der Gesandte,Todtfeind,Undirected,,1,Figur,,Rolle,männlich
Der Gesandte,Alter,Undirected,,1,Figur,,Rolle,männlich
Ein Weib,Närrin,Undirected,,1,Figur,,Rolle,weiblich
Ein Weib,Weib,Undirected,,1,Figur,,Rolle,weiblich
Ein Weib,Amtschreiberstochter,Undirected,,1,Figur,,Rolle,weiblich
Fräulein von B.,Geschöpf,Undirected,,1,Figur,,Rolle,genderneutral
Tante von B.,Tante,Undirected,,1,Figur,,Rolle,weiblich
Tante von B.,Alter,Undirected,,1,Figur,,Rolle,weiblich
Fräulein von B.,Fräulein,Undirected,,1,Figur,,Rolle,weiblich
Fräulein von B.,Nichte,Undirected,,1,Figur,,Rolle,weiblich
Lotte,Beste,Undirected,,1,Figur,,Rolle,weiblich
Werther,Marionette,Undirected,,1,Figur,,Rolle,genderneutral
Lottes Geschwister,Liebe,Undirected,,1,Figur,,Rolle,genderneutral
Törleß,Zögling,Undirected,,1,Figur,,Rolle,männlich
Der Bahnhofsvorstand,Bahnhofsvorstand,Undirected,,1,Figur,,Rolle,männlich
Eine Gesellschaft,Leute,Undirected,,1,Figur,,Rolle,genderneutral
Ein Ehepaar,Ehepaar,Undirected,,1,Figur,,Rolle,genderneutral
Eine Gesellschaft,Gruppe,Undirected,,1,Figur,,Rolle,genderneutral
weiblich Törleß,weiblich Hofrat,Undirected,,1,Figur,,Rolle,weiblich
weiblich Törleß,Dame,Undirected,,1,Figur,,Rolle,weiblich
Törleß,Kind,Undirected,,1,Figur,,Rolle,genderneutral
Törleß,Liebling,Undirected,,1,Figur,,Rolle,genderneutral
Törleß,Junge,Undirected,,1,Figur,,Rolle,männlich
Das Ehepaar Törleß,Ehepaar,Undirected,,1,Figur,,Rolle,genderneutral
Törleß,Knabe,Undirected,,1,Figur,,Rolle,männlich
Törleß,Törleß,Undirected,,1,Figur,,Rolle,männlich
Das Ehepaar Törleß,Eltern,Undirected,,1,Figur,,Rolle,genderneutral
weiblich Törleß,Mutter,Undirected,,1,Figur,,Rolle,weiblich
Törleß,Bäumchen,Undirected,,1,Figur,,Rolle,genderneutral
weiblich Törleß,Hofrätin,Undirected,,1,Figur,,Rolle,weiblich
Törleß,Mensch,Undirected,,1,Figur,,Rolle,genderneutral
Fürst H.,Fürst,Undirected,,1,Figur,,Rolle,männlich
Fürst H.s Erzieher,Erzieher,Undirected,,1,Figur,,Rolle,männlich
Fürst H.s Erzieher,Doktor,Undirected,,1,Figur,,Rolle,männlich
Fürst H.s Erzieher,Ordensgeistlicher,Undirected,,1,Figur,,Rolle,männlich
Fürst H.,Prinz,Undirected,,1,Figur,,Rolle,männlich
Fürst H.,Mensch,Undirected,,1,Figur,,Rolle,genderneutral
Fürst H.,Freund,Undirected,,1,Figur,,Rolle,männlich
Törleß,Vernünftiger,Undirected,,1,Figur,,Rolle,männlich
Beineberg,Freund,Undirected,,1,Figur,,Rolle,männlich
Reiting,Freund,Undirected,,1,Figur,,Rolle,männlich
Moté,Freund,Undirected,,1,Figur,,Rolle,männlich
Hofmeister,Freund,Undirected,,1,Figur,,Rolle,männlich
Beineberg,Leute,Undirected,,1,Figur,,Rolle,genderneutral
Reiting,Leute,Undirected,,1,Figur,,Rolle,genderneutral
Moté,Leute,Undirected,,1,Figur,,Rolle,genderneutral
Hofmeister,Leute,Undirected,,1,Figur,,Rolle,genderneutral
Beineberg,Kameraden,Undirected,,1,Figur,,Rolle,männlich
Reiting,Kameraden,Undirected,,1,Figur,,Rolle,männlich
Moté,Kameraden,Undirected,,1,Figur,,Rolle,männlich
Hofmeister,Kameraden,Undirected,,1,Figur,,Rolle,männlich
Herr Törleß,Hofrat,Undirected,,1,Figur,,Rolle,männlich
Törleß,Bube,Undirected,,1,Figur,,Rolle,männlich
Beineberg,Baron,Undirected,,1,Figur,,Rolle,männlich
Beineberg,Bursche,Undirected,,1,Figur,,Rolle,männlich
Törleß,Sohn,Undirected,,1,Figur,,Rolle,männlich
Herr Törleß,Papa,Undirected,,1,Figur,,Rolle,männlich
Der Schaffner,Schaffner,Undirected,,1,Figur,,Rolle,männlich
Freunde von Törleß,Freunde,Undirected,,1,Figur,,Rolle,genderneutral
Freunde von Törleß,Herren,Undirected,,1,Figur,,Rolle,männlich
Freunde von Törleß,Eilende,Undirected,,1,Figur,,Rolle,genderneutral
Der Bauer,Bauer,Undirected,,1,Figur,,Rolle,männlich
Törleß,Bubi,Undirected,,1,Figur,,Rolle,genderneutral
Beineberg,Gäste,Undirected,,1,Figur,,Rolle,genderneutral
Törleß,Gäste,Undirected,,1,Figur,,Rolle,genderneutral
Die Konditorin,Konditorin,Undirected,,1,Figur,,Rolle,weiblich
Beinebergs Vater,Vater,Undirected,,1,Figur,,Rolle,männlich
Beinebergs Vater,General,Undirected,,1,Figur,,Rolle,männlich
Beinebergs Vater,Offizier,Undirected,,1,Figur,,Rolle,männlich
Beinebergs Vater,Europäer,Undirected,,1,Figur,,Rolle,männlich
Beineberg,Sohn,Undirected,,1,Figur,,Rolle,männlich
Beinebergs Vater,Reiteroffizier,Undirected,,1,Figur,,Rolle,männlich
Beinebergs Vater,männlich,Undirected,,1,Figur,,Rolle,männlich
Beinebergs Vater,Freiluftmensch,Undirected,,1,Figur,,Rolle,genderneutral
Törleß,Gefangener,Undirected,,1,Figur,,Rolle,männlich
Törleß,Aufgegebener,Undirected,,1,Figur,,Rolle,männlich
Törleß,Abgeschlossener,Undirected,,1,Figur,,Rolle,männlich
Ein Betrunkener,Betrunkener,Undirected,,1,Figur,,Rolle,männlich
Ein Betrunkener,männlich,Undirected,,1,Figur,,Rolle,männlich
Ein Betrunkener,Dreckfink,Undirected,,1,Figur,,Rolle,genderneutral
Bozena,Weib,Undirected,,1,Figur,,Rolle,weiblich
Ein Betrunkener,Bauernlümmel,Undirected,,1,Figur,,Rolle,männlich
Ein Betrunkener,Trunkener,Undirected,,1,Figur,,Rolle,männlich
Bozena,Mensch,Undirected,,1,Figur,,Rolle,genderneutral
Die Kellnerin,Kellnerin,Undirected,,1,Figur,,Rolle,weiblich
Bozena,Bauernmädchen,Undirected,,1,Figur,,Rolle,weiblich
Bozena,Kammerzofe,Undirected,,1,Figur,,Rolle,weiblich
Bozena,Kellnerin,Undirected,,1,Figur,,Rolle,weiblich
Bozena,Mädchen,Undirected,,1,Figur,,Rolle,weiblich
Bozena,weiblich,Undirected,,1,Figur,,Rolle,weiblich
Beineberg,Freunde,Undirected,,1,Figur,,Rolle,genderneutral
Törleß,Freunde,Undirected,,1,Figur,,Rolle,genderneutral
Beineberg,Buben,Undirected,,1,Figur,,Rolle,männlich
Törleß,Buben,Undirected,,1,Figur,,Rolle,männlich
Beineberg,Eintretende,Undirected,,1,Figur,,Rolle,genderneutral
Törleß,Eintretende,Undirected,,1,Figur,,Rolle,genderneutral
Törleß,Herrchen,Undirected,,1,Figur,,Rolle,männlich
Ein Betrunkener,Bursche,Undirected,,1,Figur,,Rolle,männlich
Bozena,Geschöpf,Undirected,,1,Figur,,Rolle,genderneutral
Bozena,Prostituierte,Undirected,,1,Figur,,Rolle,weiblich
Beinebergs Mutter,Mutter,Undirected,,1,Figur,,Rolle,weiblich
Beinebergs Tante,Tante,Undirected,,1,Figur,,Rolle,weiblich
Beinebergs Mutter,Mama,Undirected,,1,Figur,,Rolle,weiblich
Beinebergs Mutter,Mädchen,Undirected,,1,Figur,,Rolle,weiblich
Karl Beineberg,Onkel,Undirected,,1,Figur,,Rolle,männlich
Karl Beineberg,Dragoneroffizier,Undirected,,1,Figur,,Rolle,männlich
Karl Beineberg,Cousin,Undirected,,1,Figur,,Rolle,männlich
Beinebergs Mutter,Dame,Undirected,,1,Figur,,Rolle,weiblich
Beinebergs Tante,Dame,Undirected,,1,Figur,,Rolle,weiblich
Bozena,Dirne,Undirected,,1,Figur,,Rolle,weiblich
weiblich Törleß,Geschöpf,Undirected,,1,Figur,,Rolle,genderneutral
Beineberg,Priester,Undirected,,1,Figur,,Rolle,männlich
Herr Törleß,Mensch,Undirected,,1,Figur,,Rolle,genderneutral
weiblich Törleß,Mensch,Undirected,,1,Figur,,Rolle,genderneutral
Herr Törleß,Eltern,Undirected,,1,Figur,,Rolle,genderneutral
weiblich Törleß,Eltern,Undirected,,1,Figur,,Rolle,genderneutral
Herr Törleß,Große,Undirected,,1,Figur,,Rolle,genderneutral
weiblich Törleß,Große,Undirected,,1,Figur,,Rolle,genderneutral
weiblich Törleß,Mama,Undirected,,1,Figur,,Rolle,weiblich
Herr Törleß,männlich,Undirected,,1,Figur,,Rolle,männlich
Herr Törleß,Unantastbare,Undirected,,1,Figur,,Rolle,genderneutral
weiblich Törleß,Unantastbare,Undirected,,1,Figur,,Rolle,genderneutral
Herr Törleß,Ruhige,Undirected,,1,Figur,,Rolle,genderneutral
weiblich Törleß,Ruhige,Undirected,,1,Figur,,Rolle,genderneutral
Bozena,weiblichenzimmer,Undirected,,1,Figur,,Rolle,weiblich
Beineberg,Bub,Undirected,,1,Figur,,Rolle,männlich
Basini,Genussmensch,Undirected,,1,Figur,,Rolle,genderneutral
Beineberg,Söhnchen,Undirected,,1,Figur,,Rolle,männlich
Basini,Söhnchen,Undirected,,1,Figur,,Rolle,männlich
Törleß,Söhnchen,Undirected,,1,Figur,,Rolle,männlich
Beineberg,Herren,Undirected,,1,Figur,,Rolle,männlich
Basini,Herren,Undirected,,1,Figur,,Rolle,männlich
Törleß,Herren,Undirected,,1,Figur,,Rolle,männlich
Basini,Mitspieler,Undirected,,1,Figur,,Rolle,genderneutral
Beineberg,Mitspieler,Undirected,,1,Figur,,Rolle,genderneutral
Törleß,Kleiner,Undirected,,1,Figur,,Rolle,männlich
Törleß,Bub,Undirected,,1,Figur,,Rolle,männlich
Herr Törleß,Ehepaar,Undirected,,1,Figur,,Rolle,genderneutral
weiblich Törleß,Ehepaar,Undirected,,1,Figur,,Rolle,genderneutral
Basini,Spielladendieb,Undirected,,1,Figur,,Rolle,männlich
Hofmeier,Leute,Undirected,,1,Figur,,Rolle,genderneutral
Dschjusch,Leute,Undirected,,1,Figur,,Rolle,genderneutral
Dschjusch,Graf,Undirected,,1,Figur,,Rolle,männlich
Basini,B.,Undirected,,1,Figur,,Rolle,männlich
Basinis Mutter,Dame,Undirected,,1,Figur,,Rolle,weiblich
Basinis Vormund,Exzellenz,Undirected,,1,Figur,,Rolle,männlich
Reiting,Stehende,Undirected,,1,Figur,,Rolle,genderneutral
Törleß,Stehende,Undirected,,1,Figur,,Rolle,genderneutral
Reiting,Gewohnte,Undirected,,1,Figur,,Rolle,genderneutral
Beineberg,Gewohnte,Undirected,,1,Figur,,Rolle,genderneutral
Törleß,Gewohnte,Undirected,,1,Figur,,Rolle,genderneutral
Reiting,Drei,Undirected,,1,Figur,,Rolle,genderneutral
Beineberg,Drei,Undirected,,1,Figur,,Rolle,genderneutral
Törleß,Drei,Undirected,,1,Figur,,Rolle,genderneutral
Reitings Vater,Person,Undirected,,1,Figur,,Rolle,genderneutral
Reitings Mutter,Mutter,Undirected,,1,Figur,,Rolle,weiblich
Reiting,Tyrann,Undirected,,1,Figur,,Rolle,männlich
Reiting,Gegner,Undirected,,1,Figur,,Rolle,männlich
Reiting,Freunde,Undirected,,1,Figur,,Rolle,genderneutral
Törleß,Schüler,Undirected,,1,Figur,,Rolle,männlich
Törleß,Gehilfe,Undirected,,1,Figur,,Rolle,männlich
Törleß,Generalstabschef,Undirected,,1,Figur,,Rolle,männlich
Basinis Vormund,Vormund,Undirected,,1,Figur,,Rolle,genderneutral
Reitling,Gutmütigster,Undirected,,1,Figur,,Rolle,männlich
Basini,Mensch,Undirected,,1,Figur,,Rolle,genderneutral
Basini,Schwächerer,Undirected,,1,Figur,,Rolle,männlich
Basini,Tierchen,Undirected,,1,Figur,,Rolle,genderneutral
Basini,Dieb,Undirected,,1,Figur,,Rolle,männlich
Ein Mörder,Mörder,Undirected,,1,Figur,,Rolle,männlich
Ein Mörder,Mensch,Undirected,,1,Figur,,Rolle,genderneutral
Basini,Sklave,Undirected,,1,Figur,,Rolle,männlich
Basini,Magd,Undirected,,1,Figur,,Rolle,weiblich
Basini,Leute,Undirected,,1,Figur,,Rolle,genderneutral
Basini,männlich,Undirected,,1,Figur,,Rolle,männlich
Basinis Schwester,Schwester,Undirected,,1,Figur,,Rolle,weiblich
Basini,weiblichen,Undirected,,1,Figur,,Rolle,weiblich
Basini,Insekt,Undirected,,1,Figur,,Rolle,genderneutral
Basini,Figur,Undirected,,1,Figur,,Rolle,genderneutral
Basini,Kerl,Undirected,,1,Figur,,Rolle,männlich
Reiting,Schutzheiliger,Undirected,,1,Figur,,Rolle,männlich
Basini,Wurm,Undirected,,1,Figur,,Rolle,genderneutral
Beineberg,Spinne,Undirected,,1,Figur,,Rolle,genderneutral
Basinis Vormund,Onkel,Undirected,,1,Figur,,Rolle,männlich
Basini,Neffe,Undirected,,1,Figur,,Rolle,männlich
Der Schah,Herrscher,Undirected,,1,Figur,,Rolle,männlich
Der Schah,Kaiser,Undirected,,1,Figur,,Rolle,männlich
