Id,Label,node type,gender,type
Ladendiener,Ladendiener,Rolle,männlich,
Mademoiselle,Mademoiselle,Rolle,weiblich,
Jungverheiratete,Jungverheiratete,Rolle,weiblich,
Schwachkopf,Schwachkopf,Rolle,genderneutral,
Bürochef,Bürochef,Rolle,männlich,
Blödling,Blödling,Rolle,männlich,
Märtyrer,Märtyrer,Rolle,männlich,Figur
Schlampe,Schlampe,Rolle,weiblich,
Dreckstück,Dreckstück,Rolle,weiblich,
Prahlhans,Prahlhans,Rolle,männlich,
Angestellter,Angestellter,Rolle,männlich,Rolle
Lohnempfänger,Lohnempfänger,Rolle,männlich,
Blödhammel,Blödhammel,Rolle,männlich,
Eléonore,Eléonore,Rolle,weiblich,
Nutte,Nutte,Rolle,weiblich,
Pauker,Pauker,Rolle,männlich,
Saufbruder,Saufbruder,Rolle,männlich,
Ausbeuter,Ausbeuter,Rolle,männlich,
Löwin,Löwin,Rolle,weiblich,
Rechtsanwalt,Rechtsanwalt,Rolle,männlich,Rolle
Pute,Pute,Rolle,weiblich,
Unglückselige,Unglückselige,Rolle,weiblich,
Trine,Trine,Rolle,weiblich,
Range,Range,Rolle,weiblich,
Pfuscherin,Pfuscherin,Rolle,weiblich,
Witwer,Witwer,Rolle,männlich,
Narcisse,Narcisse,Rolle,männlich,
Der Blöde,Der Blöde,Rolle,männlich,
Dirne,Dirne,Rolle,weiblich,Rolle
Bretonin,Bretonin,Rolle,weiblich,
weiblichchen,weiblichchen,Rolle,weiblich,
Frömmlerin,Frömmlerin,Rolle,weiblich,
Verrückter,Verrückter,Rolle,männlich,Rolle
Lügnerin,Lügnerin,Rolle,weiblich,Rolle
Octave,Octave,Figur,,
Hausmädchen,Hausmädchen,GenderRolle,weiblich,Rolle
Adèle,Adèle,Figur,,
Angèle Campardon,Angèle Campardon,Figur,,
Berthe,Berthe,Figur,,
Concierge,Concierge,Figur,,
der Architekt Campardon,der Architekt Campardon,Figur,,
Die alte weiblich Dambreville,Die alte weiblich Dambreville,Figur,,
ein Angestelltenehepaar,ein Angestelltenehepaar,Figur,,
ein Dienstmädchen,ein Dienstmädchen,Figur,,
ein Gerichtsvollzieher,ein Gerichtsvollzieher,Figur,,
ein Herr,ein Herr,Figur,,
ein stellvertretender Bürovorsteher,ein stellvertretender Bürovorsteher,Figur,,
Victoire,Victoire,Figur,,
weiblich Dambreville,weiblich Dambreville,Figur,,
weiblich Gourd,weiblich Gourd,Figur,,
weiblich Jezeur,weiblich Jezeur,Figur,,
weiblich Josserand,weiblich Josserand,Figur,,
weiblich Juzeur,weiblich Juzeur,Figur,,
weiblich Pichon,weiblich Pichon,Figur,,
Gasparine,Gasparine,Figur,,
Gueulin,Gueulin,Figur,,
gute Bürger,gute Bürger,Figur,,
Hector Trublot,Hector Trublot,Figur,,
Hédouin,Hédouin,Figur,,
Herr Duveyrier,Herr Duveyrier,Figur,,
Herr Gourd,Herr Gourd,Figur,,
Herr Josserand,Herr Josserand,Figur,,
Herr und weiblich Deleuze,Herr und weiblich Deleuze,Figur,,
Hortense,Hortense,Figur,,
Kerle,Kerle,Figur,männlich,Rolle
Madame Valérie,Madame Valérie,Figur,,
Onkel Bachelard,Onkel Bachelard,Figur,,
Rose Campardon,Rose Campardon,Figur,,
Saturnin,Saturnin,Figur,,
Sohn von Deleuze,Sohn von Deleuze,Figur,,
Sohn von weiblich Josserand,Sohn von weiblich Josserand,Figur,,
Sohn von Madame Valérie,Sohn von Madame Valérie,Figur,,
Tante von Lisa,Tante von Lisa,Figur,,
Théophile Vabre,Théophile Vabre,Figur,,
Vater von Hector Trublot,Vater von Hector Trublot,Figur,,
Verdier,Verdier,Figur,,
Victor,Victor,Figur,,
Auguste Vabre,Auguste Vabre,Figur,,
Töchter Josserands,Töchter Josserands,Figur,,
Zofe von Rose Campardon,Zofe von Rose Campardon,Figur,,
Herr Campardon,Herr Campardon,Figur,,
Eine weiblich,Eine weiblich,Figur,,Figur
weiblich Vabre,weiblich Vabre,Figur,,
Der Hausbesitzer,Der Hausbesitzer,Figur,,
Die Josserands,Die Josserands,Figur,,
Die Pichons,Die Pichons,Figur,,
Herr Domergue,Herr Domergue,Figur,,
weiblich Domergue,weiblich Domergue,Figur,,
Tante von Gasparine,Tante von Gasparine,Figur,,
Herr Mouret,Herr Mouret,Figur,,
weiblich Mouret,weiblich Mouret,Figur,,
Abbé Mauduit,Abbé Mauduit,Figur,,
Herr Hédouin,Herr Hédouin,Figur,,
Herr Deleuze,Herr Deleuze,Figur,,
weiblich Hédouin,weiblich Hédouin,Figur,,
Alexandre,Alexandre,Figur,,
Kaufmännlichsweiblich,Kaufmännlichsweiblich,Figur,,
Herr Louhette,Herr Louhette,Figur,,
weiblich Louhette,weiblich Louhette,Figur,,
Léon Josserand,Léon Josserand,Figur,,
Herr Dambreville,Herr Dambreville,Figur,,
Ein Dienstmädchen,Ein Dienstmädchen,Figur,,Figur
Verdiers Geliebte,Verdiers Geliebte,Figur,,
Juzeur,Juzeur,Figur,,
der junge männlich,der junge männlich,GenderRolle,,
Herzogin von Harley,Herzogin von Harley,Figur,,
Lord Faudel,Lord Faudel,Figur,,
Dorians Vater,Dorians Vater,Figur,,
Sir Thomas Burdon,Sir Thomas Burdon,Figur,,
Sibyl Vanes Mutter,Sibyl Vanes Mutter,Figur,,
Herzog von Harley,Herzog von Harley,Figur,,
Herr Erskine,Herr Erskine,Figur,,
Onkel Lord Fermor,Onkel Lord Fermor,Figur,,
Lady Brandon,Lady Brandon,Figur,,
Dorians Mutter,Dorians Mutter,Figur,,
Romeo,Romeo,Figur,,Figur
Ein Hebräer,Ein Hebräer,Figur,,
Ein Diener,Ein Diener,Figur,,
Dorians Großvater,Dorians Großvater,Figur,,
Sibyl Vane,Sibyl Vane,Figur,,
Ein Jude,Ein Jude,Figur,,
Lord Henry,Lord Henry,Figur,,
Herr Erskine of Treadley,Herr Erskine of Treadley,Figur,,
Dartmoor,Dartmoor,Figur,,
Vater von Lord Fermor,Vater von Lord Fermor,Figur,,
Tante Agatha,Tante Agatha,Figur,,
Mercutio,Mercutio,Figur,,
Lady Henry,Lady Henry,Figur,,
Basil Hallward,Basil Hallward,Figur,,
weiblich Vandeleur,weiblich Vandeleur,Figur,,
Akademiker,Akademiker,Figur,,
Dorian Grey,Dorian Grey,Figur,,
Basil,Basil,Figur,,
Eine Amerikanerin,Eine Amerikanerin,Figur,,
Witwen,Witwen,Figur,,
Maler,Maler,Rolle,männlich,Rolle
Schöpfer,Schöpfer,Rolle,männlich,
Adonis,Adonis,Rolle,männlich,
Narziß,Narziß,Rolle,weiblich,Rolle
Harry,Harry,Rolle,männlich,
Eheweiblich,Eheweiblich,Rolle,weiblich,Rolle
Pfau,Pfau,Rolle,genderneutral,
Lord,Lord,Rolle,männlich,
Bekannter,Bekannter,Rolle,männlich,Rolle
Modell,Modell,Rolle,genderneutral,Rolle
Wirbelkopf,Wirbelkopf,Rolle,genderneutral,
Knäblein,Knäblein,Rolle,männlich,
Original,Original,Rolle,genderneutral,
Gesandter,Gesandter,Rolle,männlich,Rolle
Privatsekretär,Privatsekretär,Rolle,männlich,
Chef,Chef,Rolle,männlich,Figur
Tory,Tory,Rolle,männlich,
George,George,Rolle,männlich,
Devereux,Devereux,Rolle,genderneutral,
Kerlchen,Kerlchen,Rolle,männlich,Rolle
Köter,Köter,Rolle,männlich,
Protektionskind,Protektionskind,Rolle,genderneutral,
Abkömmling,Abkömmling,Rolle,männlich,
Parlamentsmitglied,Parlamentsmitglied,Rolle,männlich,
Politiker,Politiker,Rolle,männlich,Rolle
Herzogin,Herzogin,Rolle,weiblich,Rolle
Victoria,Victoria,Rolle,weiblich,
Ausländer,Ausländer,Rolle,männlich,Rolle
Kosmopolit,Kosmopolit,Rolle,männlich,
Paradiesvogel,Paradiesvogel,Rolle,genderneutral,
Monstrum,Monstrum,Rolle,genderneutral,
Rosalinde,Rosalinde,Rolle,weiblich,
Imogen,Imogen,Rolle,weiblich,
Kunstmäzen,Kunstmäzen,Rolle,männlich,
Kreatur,Kreatur,Rolle,genderneutral,Rolle
Prinz Märchenschön,Prinz Märchenschön,Rolle,männlich,
Lady Capolet,Lady Capolet,Rolle,weiblich,
Julia,Julia,Rolle,weiblich,Figur
Philister,Philister,Rolle,genderneutral,Rolle
Alfred,Alfred,Figur,,
Alfred Charlesworth,Alfred Charlesworth,Figur,,
Annie,Annie,Figur,,
Barker,Barker,Figur,,
Bergleute,Bergleute,Figur,genderneutral,Rolle
Bergmännlichsweiblichen,Bergmännlichsweiblichen,Figur,,
Bill Hodgkinson,Bill Hodgkinson,Figur,,
Bürgersleute,Bürgersleute,Figur,,
weiblich Anthony,weiblich Anthony,Figur,,
weiblich Bower,weiblich Bower,Figur,,
weiblich Kirk,weiblich Kirk,Figur,,
weiblich von John Field,weiblich von John Field,Figur,,
Geldleute,Geldleute,Figur,genderneutral,Rolle
George Coppard,George Coppard,Figur,,
Gerald Coppard,Gerald Coppard,Figur,,
Gertrude,Gertrude,Figur,,
Gertrude Morel,Gertrude Morel,Figur,,
Gertrudes Lehrerin,Gertrudes Lehrerin,Figur,,
Gertrudes Mutter,Gertrudes Mutter,Figur,,
Giles,Giles,Figur,,
Großmutter Morel,Großmutter Morel,Figur,,
Großvater Morel,Großvater Morel,Figur,,
Großvater von weiblich Morel,Großvater von weiblich Morel,Figur,,
Guckkastendame,Guckkastendame,Figur,,
Hausvater,Hausvater,Figur,männlich,Rolle
Hose,Hose,Figur,,
Jerry Purdy,Jerry Purdy,Figur,,
Jerrys Kinder,Jerrys Kinder,Figur,,
Jerrys Schwester,Jerrys Schwester,Figur,,
Jerrys Tochter,Jerrys Tochter,Figur,,
John Field,John Field,Figur,,
John Fields Vater,John Fields Vater,Figur,,
Karl der Zweite,Karl der Zweite,Figur,,
Kneipbrüder,Kneipbrüder,Figur,,
Kokosnussmännlich,Kokosnussmännlich,Figur,,
Krämer,Krämer,Figur,männlich,Rolle
Lehrerin,Lehrerin,Figur,,
Lord Palmerstone,Lord Palmerstone,Figur,,
Lumpensammler,Lumpensammler,Figur,,
Mr Heaton,Mr Heaton,Figur,,
Mr Heatons weiblich,Mr Heatons weiblich,Figur,,
Mr. Heaton,Mr. Heaton,Figur,,
Mrs Coppard,Mrs Coppard,Figur,,
Mrs. Heaton,Mrs. Heaton,Figur,,
Mutter von Walter,Mutter von Walter,Figur,,
Paul,Paul,Figur,,Figur
Schänkmädchen,Schänkmädchen,Figur,,
Schwestern von Walter,Schwestern von Walter,Figur,,
Tochter Purdy,Tochter Purdy,Figur,,
Wallace,Wallace,Figur,,
Walter Morel,Walter Morel,Figur,,
Wäscherin,Wäscherin,Figur,weiblich,Rolle
William,William,Figur,,
Allerschönster,Allerschönster,Rolle,männlich,
ältere weiblich,ältere weiblich,Rolle,weiblich,
Bergmännlich,Bergmännlich,Rolle,männlich,
Betriebsleiter,Betriebsleiter,Rolle,männlich,
Busenfreund,Busenfreund,Rolle,männlich,
Calvinist,Calvinist,Rolle,männlich,
Chorknabe,Chorknabe,Rolle,männlich,
der Alte,der Alte,Rolle,männlich,
Ekel,Ekel,Rolle,genderneutral,Rolle
Frühaufsteher,Frühaufsteher,Rolle,männlich,
Glaubensschwärmer,Glaubensschwärmer,Rolle,männlich,
Helferin,Helferin,Rolle,weiblich,
Herr Graf,Herr Graf,Rolle,weiblich,Rolle
Heultriene,Heultriene,Rolle,weiblich,
kein Mädchen,kein Mädchen,Rolle,männlich,
kein Prediger,kein Prediger,Rolle,männlich,
Kleines,Kleines,Rolle,genderneutral,Rolle
Kumpel,Kumpel,Rolle,männlich,
Lüjnersche,Lüjnersche,Rolle,weiblich,
Lump,Lump,Rolle,männlich,
Maschinist,Maschinist,Rolle,männlich,
Nichtsnutz,Nichtsnutz,Rolle,genderneutral,
Obermaschinist,Obermaschinist,Rolle,männlich,
Paar,Paar,Rolle,genderneutral,Rolle
Pate,Pate,Rolle,männlich,Rolle
Pfaffe,Pfaffe,Rolle,männlich,
Pfiffikus,Pfiffikus,Rolle,männlich,
Plappermaul,Plappermaul,Rolle,genderneutral,
Prediger,Prediger,Rolle,männlich,Rolle
Puritaner,Puritaner,Rolle,männlich,
Reisende,Reisende,Rolle,genderneutral,Figur
Schenkmädchen,Schenkmädchen,Rolle,weiblich,
Schlepperjunge,Schlepperjunge,Rolle,männlich,
Schnapsgegner,Schnapsgegner,Rolle,männlich,
Schwätzer,Schwätzer,Rolle,männlich,Rolle
Schwiegermutter,Schwiegermutter,Rolle,weiblich,
Steiger,Steiger,Rolle,männlich,
Toter,Toter,Rolle,männlich,Rolle
Ungeborenes,Ungeborenes,Rolle,genderneutral,
Verliebter,Verliebter,Rolle,männlich,
Walt,Walt,Rolle,männlich,
Anna Gordon,Anna Gordon,Figur,,
Annas Mutter,Annas Mutter,Figur,,
Collins,Collins,Figur,,
Colonel Antrim,Colonel Antrim,Figur,,
Der Pfarrer,Der Pfarrer,Figur,,
Henry,Henry,Figur,,
Mrs. Antrim,Mrs. Antrim,Figur,,
Mrs. Bingham,Mrs. Bingham,Figur,,
Mrs. Wilson,Mrs. Wilson,Figur,,
Pförtner,Pförtner,Figur,,
Roger,Roger,Figur,,
Sir Philip,Sir Philip,Figur,,
Stephen,Stephen,Figur,,
Violet,Violet,Figur,,
Williams,Williams,Figur,,
Winefred,Winefred,Figur,,
Anna Maloy,Anna Maloy,Rolle,weiblich,
Arzt,Arzt,Rolle,männlich,Rolle
Biest,Biest,Rolle,genderneutral,
Dienerin des Herrn,Dienerin des Herrn,Rolle,weiblich,
Einzelkind,Einzelkind,Rolle,genderneutral,
Fresssack,Fresssack,Rolle,genderneutral,
Fröstelnde,Fröstelnde,Rolle,weiblich,
Gör,Gör,Rolle,weiblich,
Hahn im Korb,Hahn im Korb,Rolle,männlich,
Hausmütterchen,Hausmütterchen,Rolle,weiblich,
Heiland,Heiland,Rolle,männlich,Rolle
Hilfskraft,Hilfskraft,Rolle,genderneutral,
Irin,Irin,Rolle,weiblich,
Jagdleiter,Jagdleiter,Rolle,männlich,
Jung-Nelson,Jung-Nelson,Rolle,männlich,
junge Lady,junge Lady,Rolle,weiblich,
Jungweiblich Maria,Jungweiblich Maria,Rolle,weiblich,
Kamerad,Kamerad,Rolle,männlich,Rolle
Kinderfräulein,Kinderfräulein,Rolle,weiblich,
Kröte,Kröte,Rolle,genderneutral,Rolle
Löwe,Löwe,Rolle,genderneutral,
Madam,Madam,Rolle,weiblich,
Master,Master,Rolle,männlich,
Mütterchen,Mütterchen,Rolle,weiblich,Rolle
Nanny,Nanny,Rolle,weiblich,
Nelson,Nelson,Rolle,männlich,Rolle
Nurse,Nurse,Rolle,weiblich,
Puppe,Puppe,Rolle,genderneutral,Rolle
Rüdemännlich,Rüdemännlich,Rolle,männlich,
schlechte Esserin,schlechte Esserin,Rolle,weiblich,
Schülerin,Schülerin,Rolle,weiblich,Rolle
Schützling,Schützling,Rolle,genderneutral,
Siebenjährige,Siebenjährige,Rolle,weiblich,
Spielgefährte,Spielgefährte,Rolle,männlich,
Sportsmännlich,Sportsmännlich,Rolle,männlich,
Stallknecht,Stallknecht,Rolle,männlich,
Stephen Mary Olivia Gertrude,Stephen Mary Olivia Gertrude,Rolle,weiblich,
Stoffpuppe,Stoffpuppe,Rolle,weiblich,
Stubenmädchen,Stubenmädchen,Rolle,weiblich,Rolle
Sünderin,Sünderin,Rolle,weiblich,Rolle
Übeltäterin,Übeltäterin,Rolle,weiblich,
Unterlegener,Unterlegener,Rolle,männlich,
Vorgängerin,Vorgängerin,Rolle,weiblich,
Wegelagerer,Wegelagerer,Rolle,männlich,
Wilhelm Tell,Wilhelm Tell,Rolle,männlich,Rolle
Zimperliese,Zimperliese,Rolle,weiblich,
Zwanzigjährige,Zwanzigjährige,Rolle,weiblich,
Zweitmädchen,Zweitmädchen,Rolle,weiblich,
Minet,Minet,Figur,,
Dame Quériot,Dame Quériot,Figur,,
eine Kassiererin,eine Kassiererin,Figur,,
Sido,Sido,Figur,,
Sidos Mutter,Sidos Mutter,Figur,,
Sidos Vater,Sidos Vater,Figur,,
die Vivenets,die Vivenets,Figur,,
Madame Vivenet,Madame Vivenet,Figur,,
Monsieur Vivenet,Monsieur Vivenet,Figur,,
Pariser Kinder,Pariser Kinder,Figur,,
Monsieur Enfert,Monsieur Enfert,Figur,,
Madame Enfert,Madame Enfert,Figur,,
ein Kind,ein Kind,Figur,,Figur
eine Mutter,eine Mutter,Figur,,
ein Nachbar,ein Nachbar,Figur,,
Adrienne,Adrienne,Figur,,
Sidos Halbbruder,Sidos Halbbruder,Figur,,
Der Pächter,Der Pächter,Figur,,
Ein Klarinettist,Ein Klarinettist,Figur,,
ein paar Mädchen,ein paar Mädchen,Figur,,
eine Nachbarin,eine Nachbarin,Figur,,
Flore Chebriet,Flore Chebriet,Figur,,
Geist eines männliches,Geist eines männliches,Figur,,
Madame B.,Madame B.,Figur,,
Sido und Geschwister,Sido und Geschwister,Figur,,
Mademoiselle Thévenin,Mademoiselle Thévenin,Figur,,
Die Vivenets,Die Vivenets,Figur,,
Mutter Vivenet,Mutter Vivenet,Figur,,
weiblich Vivenet,weiblich Vivenet,Figur,,
Herr Vivenet,Herr Vivenet,Figur,,
Mutter Adolphe,Mutter Adolphe,Figur,,
ein Neugeborenes,ein Neugeborenes,Figur,,
Léo,Léo,Figur,,
Sidos männlich,Sidos männlich,Figur,,
Chéri,Chéri,Rolle,genderneutral,
Kassiererin,Kassiererin,Rolle,weiblich,
Provinzlerin,Provinzlerin,Rolle,weiblich,
Jungvermählte,Jungvermählte,Rolle,genderneutral,
Bräutigam,Bräutigam,Rolle,männlich,Rolle
Schiffsjunge,Schiffsjunge,Rolle,männlich,Rolle
Schöne,Schöne,Rolle,weiblich,Rolle
Madame Colette,Madame Colette,Rolle,weiblich,
Schatzsucher,Schatzsucher,Rolle,männlich,
Mörderin,Mörderin,Rolle,weiblich,
Säugling,Säugling,Rolle,genderneutral,
Böser,Böser,Rolle,männlich,
Bäuerin,Bäuerin,Rolle,weiblich,Rolle
Phantastin,Phantastin,Rolle,weiblich,
Goldschätzchen,Goldschätzchen,Rolle,genderneutral,
Äffchen,Äffchen,Rolle,genderneutral,
Lazzarone,Lazzarone,Rolle,männlich,
Richter,Richter,Rolle,männlich,Rolle
Lyrikerin,Lyrikerin,Rolle,weiblich,
Gefährtin,Gefährtin,Rolle,weiblich,
Jules-Joseph Colette,Jules-Joseph Colette,Rolle,männlich,
Südländer,Südländer,Rolle,männlich,
Messerstecher,Messerstecher,Rolle,männlich,
Bariton,Bariton,Rolle,männlich,
Waffengefährte,Waffengefährte,Rolle,männlich,
Soldat,Soldat,Rolle,männlich,Rolle
Oberst,Oberst,Rolle,männlich,Rolle
Marschall,Marschall,Rolle,männlich,
Städter,Städter,Rolle,genderneutral,Rolle
Waldgeist,Waldgeist,Rolle,genderneutral,
Abwesender,Abwesender,Rolle,männlich,Rolle
Amputierter,Amputierter,Rolle,männlich,
Schüler,Schüler,Rolle,männlich,Figur
Tänzer,Tänzer,Rolle,genderneutral,Rolle
Leutnant,Leutnant,Rolle,männlich,Rolle
Invalide,Invalide,Rolle,männlich,Rolle
Großkanzler,Großkanzler,Rolle,männlich,Rolle
kleines Mädchen,kleines Mädchen,Rolle,weiblich,
Meistersinger,Meistersinger,Rolle,männlich,
Waffenbruder,Waffenbruder,Rolle,männlich,
Versager,Versager,Rolle,männlich,
Seele,Seele,Rolle,genderneutral,Rolle
Halbbruder,Halbbruder,Rolle,männlich,
Älterer,Älterer,Rolle,weiblich,Rolle
Jüngerer,Jüngerer,Rolle,männlich,Rolle
Sechzigjähriger,Sechzigjähriger,Rolle,männlich,
Bettelmusiker,Bettelmusiker,Rolle,männlich,
Dickkopf,Dickkopf,Rolle,genderneutral,
Letztgeborene,Letztgeborene,Rolle,weiblich,
Nesthäkchen,Nesthäkchen,Rolle,genderneutral,
Kokospalmenkletterer,Kokospalmenkletterer,Rolle,männlich,
Luftgeist,Luftgeist,Rolle,genderneutral,
Kosakenkind,Kosakenkind,Rolle,genderneutral,
Autor,Autor,Rolle,männlich,Figur
Rote,Rote,Rolle,weiblich,
Karotte,Karotte,Rolle,genderneutral,
Verführer,Verführer,Rolle,männlich,
Mrs. Constable,Mrs. Constable,Figur,,
Louis,Louis,Figur,,Figur
Jinny,Jinny,Figur,,
Susan,Susan,Figur,,
Bernard,Bernard,Figur,,
Rhoda,Rhoda,Figur,,
Der Gärtner,Der Gärtner,Figur,,
Miss Hudson,Miss Hudson,Figur,,
Neville,Neville,Figur,,
der tote männlich,der tote männlich,Figur,,
Ernest,Ernest,Figur,,
Florrie,Florrie,Figur,,
Rhodas Tante,Rhodas Tante,Figur,,
Stiftervater,Stiftervater,Figur,,
Direktor Crane,Direktor Crane,Figur,,
Miss Lambert,Miss Lambert,Figur,,
Percival,Percival,Figur,,
andere Lehrende,andere Lehrende,Figur,,
Dalton,Dalton,Figur,,
Baker,Baker,Figur,,
Larpent,Larpent,Figur,,
Miss Perry,Miss Perry,Figur,,
Madame Carlo,Madame Carlo,Figur,,
andere Jungen,andere Jungen,Figur,,
kleine Jungen,kleine Jungen,Figur,,
Mrs. Crane,Mrs. Crane,Figur,,
Susans Vater,Susans Vater,Figur,,
Schwimmerin,Schwimmerin,Rolle,weiblich,
Schwimmer,Schwimmer,Rolle,genderneutral,
Stalljunge,Stalljunge,Rolle,männlich,
Entdecker,Entdecker,Rolle,männlich,
Marder,Marder,Rolle,männlich,
Häher,Häher,Rolle,männlich,
Fuchs,Fuchs,Rolle,männlich,
Riesen,Riesen,Rolle,genderneutral,Rolle
Stier,Stier,Rolle,weiblich,Rolle
Pferd,Pferd,Rolle,genderneutral,
Stifter,Stifter,Rolle,männlich,Figur
Doktor,Doktor,Rolle,männlich,Rolle
Kirchenvorsteher,Kirchenvorsteher,Rolle,männlich,Rolle
Matrose,Matrose,Rolle,männlich,
Heerführer,Heerführer,Rolle,männlich,
Freiwilliger,Freiwilliger,Rolle,männlich,
Kricketspieler,Kricketspieler,Rolle,männlich,
Vorsitzender,Vorsitzender,Rolle,männlich,
Admiral,Admiral,Rolle,männlich,
Kaiserin,Kaiserin,Rolle,weiblich,
weiblich des Generals,weiblich des Generals,Rolle,weiblich,
Passant,Passant,Rolle,männlich,
Armin,Armin,Figur,,
Arthur Grönland,Arthur Grönland,Figur,,
Blasewitz,Blasewitz,Figur,,
Bloch,Bloch,Figur,,
Der dunkelblaue Verheiratete,Der dunkelblaue Verheiratete,Figur,,
Der Konferenzier,Der Konferenzier,Figur,,
Der Lederne,Der Lederne,Figur,,
Der Mönch,Der Mönch,Figur,,
Der rote Mond,Der rote Mond,Figur,,
Der schwarze Rayon,Der schwarze Rayon,Figur,,
Die Buschmännlich,Die Buschmännlich,Figur,,
Die Ellmännlichs,Die Ellmännlichs,Figur,,
Die Großindustrie,Die Großindustrie,Figur,,
die Schildkröte,die Schildkröte,Figur,,
Doris,Doris,Figur,,
Doris Mutter,Doris Mutter,Figur,,
Doris Vater,Doris Vater,Figur,,
Ein Alter,Ein Alter,Figur,,
Eine weiblich am Nachbartisch,Eine weiblich am Nachbartisch,Figur,,
weiblich Ellmännlichs,weiblich Ellmännlichs,Figur,,
Hermännlich Zimmer,Hermännlich Zimmer,Figur,,
Herr Ellmännlichs,Herr Ellmännlichs,Figur,,
Herr Grobwind,Herr Grobwind,Figur,,
Hubert,Hubert,Figur,,
Huberts weiblich,Huberts weiblich,Figur,,
Jokob Schneider,Jokob Schneider,Figur,,
Jonny Klotz,Jonny Klotz,Figur,,
Juden,Juden,Figur,,Figur
Käsemännlich,Käsemännlich,Figur,,
Klinkfeld,Klinkfeld,Figur,,
Laumännlich,Laumännlich,Figur,,
Leo,Leo,Figur,,
Leo Olmütz,Leo Olmütz,Figur,,
Linni,Linni,Figur,,
Logenmännlich,Logenmännlich,Figur,,
Lorchen Grünlich,Lorchen Grünlich,Figur,,
Madonna,Madonna,Figur,,
männlicha Rapallo,männlicha Rapallo,Figur,,
Margretchen Weißbach,Margretchen Weißbach,Figur,,
Margretchens Kind,Margretchens Kind,Figur,,
Margretchens männlich,Margretchens männlich,Figur,,
Margrete,Margrete,Figur,,
Margrete Weißbachs männlich,Margrete Weißbachs männlich,Figur,,
Margretes Kind,Margretes Kind,Figur,,
Marlene Dietrich,Marlene Dietrich,Figur,,
Mila von Trapper,Mila von Trapper,Figur,,
Milas Vater,Milas Vater,Figur,,
Mond,Mond,Figur,,
Mutter von Doris,Mutter von Doris,Figur,,
Onkels,Onkels,Figur,,
Opernsängerin,Opernsängerin,Figur,,
Pilli,Pilli,Figur,,
Rayon,Rayon,Figur,,
Schildkröte,Schildkröte,Figur,,
Siegerkranz,Siegerkranz,Figur,,
Thusnelda,Thusnelda,Figur,,
Tilli,Tilli,Figur,,
Tochter eines Professors,Tochter eines Professors,Figur,,
Vater von Doris,Vater von Doris,Figur,,
Vater von Mila,Vater von Mila,Figur,,
Adlige,Adlige,Rolle,weiblich,
Alligator,Alligator,Rolle,männlich,
altes Haus,altes Haus,Rolle,genderneutral,
Arbeitsloser,Arbeitsloser,Rolle,männlich,
Beamter,Beamter,Rolle,männlich,Rolle
Blonde,Blonde,Rolle,weiblich,
Buchhalter,Buchhalter,Rolle,männlich,Rolle
Colleen Moore,Colleen Moore,Rolle,weiblich,
Conrad Veidt,Conrad Veidt,Rolle,männlich,
das Trapper,das Trapper,Rolle,weiblich,
Dicke,Dicke,Rolle,genderneutral,Rolle
Dicker,Dicker,Rolle,männlich,
Ehrendame,Ehrendame,Rolle,weiblich,
Eichhörnchen,Eichhörnchen,Rolle,genderneutral,
Faltbootinhaber,Faltbootinhaber,Rolle,männlich,
Fettling,Fettling,Rolle,genderneutral,
Garderobenweiblich,Garderobenweiblich,Rolle,weiblich,
Garderobiere,Garderobiere,Rolle,weiblich,
Gelbstern,Gelbstern,Rolle,genderneutral,
Gestell,Gestell,Rolle,genderneutral,
Glanz,Glanz,Rolle,genderneutral,
Hopfenstange,Hopfenstange,Rolle,genderneutral,
Idiot,Idiot,Rolle,männlich,Rolle
Inspizient,Inspizient,Rolle,männlich,
Jungfräuliche,Jungfräuliche,Rolle,weiblich,
Kavalier,Kavalier,Rolle,männlich,Rolle
Klasseweiblich,Klasseweiblich,Rolle,weiblich,
Kletterfisch,Kletterfisch,Rolle,genderneutral,
Knopf,Knopf,Rolle,genderneutral,
Kollegin,Kollegin,Rolle,weiblich,Rolle
Königin Luise,Königin Luise,Rolle,weiblich,
Latte,Latte,Rolle,genderneutral,
Laxinmännlich,Laxinmännlich,Rolle,männlich,
Leiche,Leiche,Rolle,genderneutral,
Lenker,Lenker,Rolle,männlich,
Nationaler,Nationaler,Rolle,männlich,
Norddeutscher,Norddeutscher,Rolle,männlich,
Oberster,Oberster,Rolle,männlich,
Pickelgesicht,Pickelgesicht,Rolle,genderneutral,
Popel,Popel,Rolle,genderneutral,
Putzweiblich,Putzweiblich,Rolle,weiblich,
Rauhbein,Rauhbein,Rolle,männlich,
Regiesseur,Regiesseur,Rolle,männlich,
Riesenkaninchen,Riesenkaninchen,Rolle,genderneutral,
Sadist,Sadist,Rolle,männlich,
Schwein,Schwein,Rolle,genderneutral,Rolle
Spinatwachtel,Spinatwachtel,Rolle,weiblich,
Strahlenweiblich,Strahlenweiblich,Rolle,weiblich,
Stück,Stück,Rolle,genderneutral,
Studierter,Studierter,Rolle,männlich,
Verheirateter,Verheirateter,Rolle,männlich,
Wassersportler,Wassersportler,Rolle,männlich,
Abt,Abt,Figur,männlich,Rolle
Agolante,Agolante,Figur,,
Alessandro,Alessandro,Figur,,
Benedikt,Benedikt,Figur,,
Bittender,Bittender,Figur,,
Burgunder,Burgunder,Figur,,
